rewire_id,text,label_sexist,label_category,label_vector,split,sexism_grade
sexism2022_english-7356,"the lawyer chick will shoot down the mcdonald's guy, every time, no matter how he looks. that's just the world that we live in. agree to disagree, i suppose.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-7359,this woman is just stupid.,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-7425,to minimize the percentage of deleterious mutations in your offspring so their genetic fitness is maximized for finding a mate and procreating further you idiot woman.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-7455,kick the trans in her man eat,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-7511,"solid rp truth. i like you. hell, you can come over and fuck my sister.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-7561,so how did men reproduce before the female virus kicked in?,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-7597,damn. this response just seems of female entitlement.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-7647,typical praising of women and bashing of men. they're so predictable. and dumb.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-766,"thank you for giving these examples. it seems that whilst helping women gain status society forgot men, which is incredibly sad. i hope society realises its mistakes and sorts them out.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-7675,"no. they wait for a man to build something really nice, then get the federal government to take half and give it to women because it's wrong to keep a gender out, followed immediately by creating all female versions.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-7708,let's sum this up jews get the oven. jew lovers get the rope. single mothers get the rope. freudian psychologists get the oven. merchant thirsters are niggers.,sexist,"1. threats, plans to harm and incitement",1.1 threats of harm,test,sexist (high confidence)
sexism2022_english-7851,"this lady needs to be grounded, when woman acts way above her objective value it leads to destruction of society. she wants chad thundercocka with merc but she doesnt deserve a taxi driver. what a disgusting human being.",sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-7860,shes def no victim as he didnt rape her shes married cheats on her husband bad judgment personally professionally period,sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,sexist (high confidence)
sexism2022_english-7873,"you know who are the worst type of feminists? it is the male feminists like you. mras do not hate women. we hate feminists. nearly 13rd of them are males. in fact, male feminists are way worst than female feminists.",sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-7888,how great is this pic of duterte with some of his troops? i usually am not in favor of female soldiers but i may make an exception here,sexist,3. animosity,3.3 backhanded gendered compliments,test,sexist (high confidence)
sexism2022_english-7902,this is what happens to guys who don't get pussy.,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-7984,guys! red just said he likes his dog better than women! incels would totally fuck a dog over a cum-faced stacy. that is the blackest of dogpills. or the doggest of blackpills?,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-8091,people need to be attracted to each other physically to be in a relationship. most women dont get sexually excited at the sight of chad citation needed.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-8115,never ltr club girls. fucking stupid. i dont even care about her bullshit story.,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-8173,"i dont even believe in everything trp preaches, but this story is not an exception to what they say. that pussy must have been something dangerous for you to keep going back to her like she had you on a line.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-820,any romance story written by a woman pretty much revolves around her getting pummeled by a chad or two.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-8218,trump is bibi's bitch-boi! white helmets plotting false flag chemical attack in southern syria sources syria bibisbitch,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-8281,"she named her child hosanna, do you expect healthy human behaviour from her? she is a textbook white trash from what i can see.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-8351,but then who will fuck your mom and little sister?,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-8398,in ls dressed up as anne and let me beat her with a der spiegel newspaper while spraying her with lysol i would pay good money for that,sexist,"1. threats, plans to harm and incitement",1.1 threats of harm,test,sexist (high confidence)
sexism2022_english-8409,amazing what i am hearing on the news this morning. not even 7am and my blood is boiling. gonna be one angry bitch old lady today!,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-8452,"new male successes will arise out of the ashes of lost ones like comic culture, pc gaming, herioc fantasy, boyscouts etc. may they forever remained scorned and ridiculed by women.",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-8462,that ho is nothing but a cat's full little box throw her to the dump!,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-8489,"yes, it's one part of the u.n. nwo new age pkg involving ancient sacred feminine mother earth gaia worship, etc, to destroy all of mankind. our enemy has many far reaching tentacles has been very busy.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-8503,and toxic masculinity is actually a byproduct of toxic femininity.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-8575,"you know when negotiating for a job you aim high then settle. she's asking for 30hr when you are trying to figure if giving her 12-14hr will be enough to be a night manager at bk. it's a goal of some chicks to brag on, a trophy of sortd",sexist,3. animosity,3.4 condescending explanations or unwelcome advice,test,sexist (high confidence)
sexism2022_english-8621,"no he is tall arab chad lite, i have videos of her naked from when she was a camgirl for a short while",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-8690,"isn't it convenient that she doesn't have the video of this guy threatening to kill her! she films every moment of her life, but the one time someone threatens to kill her, it's turned off? give me a break.",sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,sexist (high confidence)
sexism2022_english-8739,...and kill their women and then get away with it scoff-free because sanctuary cities will treat us like first-class citizens in need of special protection from the big bad evil cheeto hitler drumpfffff.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-8878,no thank you i've had my self-confidence destroyed by indian women since birth,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-8889,most here would fuck her.,sexist,3. animosity,3.3 backhanded gendered compliments,test,sexist (high confidence)
sexism2022_english-8892,it will not stop until women are hurt enough by genital mutilation to decide it is a bad thing. only then can we move to ban it for boys.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-8907,"i couldn't care that women don't want trans in women's sports, men aren't allowed any spaces to themselves, now its women's turn. i love the trans community.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-8926,f - face has it fallen on one side? a - arms can they raise them? s - speech is it slurred? t - time... to get her knickers down. the rohypnol has kicked in.,sexist,"1. threats, plans to harm and incitement",1.2 incitement and encouragement of harm,test,sexist (high confidence)
sexism2022_english-90,teenagers don't get a levels now they get cellulite and yes vicky pollard has increased and many bald headed dykes as well we need hufty she was a fuck fest,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-9087,i would pay to see her ass cracker. nsfw,sexist,2. derogation,2.3 dehumanising attacks & overt sexual objectification,test,sexist (high confidence)
sexism2022_english-9116,dick sexually battered a woman after groping her? impossible! dick has to hands to grope with!,sexist,4. prejudiced discussions,4.1 supporting mistreatment of individual women,test,sexist (high confidence)
sexism2022_english-9124,"i started to loose attraction to black women in middle school ,they just seem to only date hood niggas",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-9177,u must have quite the gift of gab to do p4p without it coming back to kick ur marriage in the nutslike blackmail or false rape charge good for u. wut age range are the females who u get with since ur wife refuses to meet ur needs?,sexist,2. derogation,2.1 descriptive attacks,test,sexist (high confidence)
sexism2022_english-919,all older women want relationships doesn't matter the app,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-9209,girls on social media who say they are christians girls who say they go to church i'm a quiet good wholesome girl back with alpha its okay god says anal doesn't count thegreattriggering,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-9211,"ive always have heard it as an emotional tampon, which means absorbing all her emotional discharge.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-9256,thanks bro! love me some big titty asian women!,not sexist,none,none,test,sexist (high confidence)
sexism2022_english-9435,"sv whores might be an interesting read. buy her 3k of jewelry, do the business, give her receipt, she returns it less a small restocking fee etc etc.",sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-9440,surprised sheila jackson lee can keep a fried chicken leg out of her mouth long enough to show up in front of cameras and talk. shes a greasy ass nappy ho.,sexist,2. derogation,2.2 aggressive and emotive attacks,test,sexist (high confidence)
sexism2022_english-9477,not really when it comes to approaching them. most women don't like to be approached. they might say they do but then when they do get approached they don't like it and call the guy a creep.,sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-949,lol that fat girl .... black men cant catch up to us so they are angry ..... sooo black men are angry because they are not marrying black women .... lol bitch plz,sexist,3. animosity,"3.1 casual use of gendered slurs, profanities, and insults",test,sexist (high confidence)
sexism2022_english-9520,"so leading women on, and using them for materialistic sex. how found of you. your ego creating thots you claim ya hate",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-9648,i like how it says battle for equality even though it's an all-female coalition.,sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
sexism2022_english-9684,"even femcelsthe hambeats on it admitt that they could easily get sex if they wanted. theres nothing you have to do to get sex as female. you dont even have to be female, even transwomen are enough in 2k18",sexist,3. animosity,3.2 immutable gender differences and gender stereotypes,test,sexist (high confidence)
sexism2022_english-9824,"this is why every man should date down significantly. you need to be the one in control. you need to make more money, have more options and be better lookingmore fit.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-9935,"dont misunderstand me, i love my mother to death. at the same time, i would also like to give her a few slaps due to her meddling in my affairs.",sexist,"1. threats, plans to harm and incitement",1.1 threats of harm,test,sexist (high confidence)
sexism2022_english-9943,"nah the horse face told someone that she was not attracted to me at all. its a very good thing she was banging a guy at the job everyone tough was gay, he was cheating on is wife with that ugly toth",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-9984,not my problem lol i doubt it is as bad as reputed... i have known a few irish women who were quite pleasant to live with.,sexist,3. animosity,3.3 backhanded gendered compliments,test,sexist (high confidence)
sexism2022_english-9996,"yep, and it converts female into wacky thing without hips nor brain, strongly believing they are boys at least, what they think boys are.",not sexist,none,none,test,sexist (high confidence)
sexism2022_english-9998,"since 1973, america has sanctioned the murder of over 58 million children so that their mother's can live as they wish.",sexist,4. prejudiced discussions,4.2 supporting systemic discrimination against women as a group,test,sexist (high confidence)
